id,order_id,delivery_partner,delivery_status,delivery_distance_km,estimated_minutes,actual_minutes,delivery_charge,pickup_time,delivered_time,created_at,updated_at
176,678,Deliveroo,Delivered,5.79,51,48,10.49,2025-01-01 19:16:00,2025-01-01 19:54:00,2025-01-01 19:06:00,2025-01-01 19:54:00
177,679,In House,Delivered,4.67,26,26,7.61,2025-01-01 14:58:00,2025-01-01 15:14:00,2025-01-01 14:48:00,2025-01-01 15:14:00
178,683,Uber Eats,Delivered,6.45,45,57,8.05,2025-01-01 19:21:00,2025-01-01 20:08:00,2025-01-01 19:11:00,2025-01-01 20:08:00
179,687,Deliveroo,Delivered,4.46,40,38,10.98,2025-01-01 19:04:00,2025-01-01 19:32:00,2025-01-01 18:54:00,2025-01-01 19:32:00
180,689,Uber Eats,Delivered,10.51,20,32,18.92,2025-01-01 12:46:00,2025-01-01 13:08:00,2025-01-01 12:36:00,2025-01-01 13:08:00
181,690,In House,Delivered,3.06,43,57,6.68,2025-01-01 18:16:00,2025-01-01 19:03:00,2025-01-01 18:06:00,2025-01-01 19:03:00
182,694,Zomato,Delivered,5.86,23,24,9.07,2025-01-01 21:07:00,2025-01-01 21:21:00,2025-01-01 20:57:00,2025-01-01 21:21:00
183,695,In House,Delivered,11.2,48,58,15.21,2025-01-01 13:27:00,2025-01-01 14:15:00,2025-01-01 13:17:00,2025-01-01 14:15:00
184,696,Uber Eats,Delivered,7.7,35,35,12.35,2025-01-01 12:29:00,2025-01-01 12:54:00,2025-01-01 12:19:00,2025-01-01 12:54:00
185,698,Uber Eats,Delivered,7.07,25,27,17.6,2025-01-01 13:02:00,2025-01-01 13:19:00,2025-01-01 12:52:00,2025-01-01 13:19:00
186,704,Deliveroo,Delivered,6.08,27,42,13.87,2025-01-01 12:41:00,2025-01-01 13:13:00,2025-01-01 12:31:00,2025-01-01 13:13:00
187,705,Deliveroo,Delivered,11.26,38,49,23.84,2025-01-01 14:45:00,2025-01-01 15:24:00,2025-01-01 14:35:00,2025-01-01 15:24:00
188,707,Zomato,Delivered,10.18,50,52,18.26,2025-01-01 11:04:00,2025-01-01 11:46:00,2025-01-01 10:54:00,2025-01-01 11:46:00
189,709,Zomato,Delivered,5.22,58,69,11.33,2025-01-01 20:59:00,2025-01-01 21:58:00,2025-01-01 20:49:00,2025-01-01 21:58:00
190,718,Just Eat,Delivered,10.5,37,45,17.24,2025-01-01 19:56:00,2025-01-01 20:31:00,2025-01-01 19:46:00,2025-01-01 20:31:00
191,723,Just Eat,Delivered,3.94,20,24,8.45,2025-01-01 14:57:00,2025-01-01 15:11:00,2025-01-01 14:47:00,2025-01-01 15:11:00
192,729,Deliveroo,Delivered,7.38,51,50,13.14,2025-01-01 15:05:00,2025-01-01 15:45:00,2025-01-01 14:55:00,2025-01-01 15:45:00
193,750,Swiggy,Delivered,4.8,55,67,8.11,2025-01-01 19:41:00,2025-01-01 20:38:00,2025-01-01 19:31:00,2025-01-01 20:38:00
194,753,Deliveroo,Delivered,10.57,35,48,17.95,2025-01-01 09:52:00,2025-01-01 10:30:00,2025-01-01 09:42:00,2025-01-01 10:30:00
195,755,In House,Delivered,1.48,50,57,2.52,2025-01-01 11:26:00,2025-01-01 12:13:00,2025-01-01 11:16:00,2025-01-01 12:13:00
196,756,Zomato,Delivered,9.72,29,39,23.86,2025-01-01 13:39:00,2025-01-01 14:08:00,2025-01-01 13:29:00,2025-01-01 14:08:00
197,759,Deliveroo,Delivered,6.53,57,62,15.22,2025-01-01 12:51:00,2025-01-01 13:43:00,2025-01-01 12:41:00,2025-01-01 13:43:00
198,763,Deliveroo,Delivered,2.1,49,44,4.49,2025-01-01 19:17:00,2025-01-01 19:51:00,2025-01-01 19:07:00,2025-01-01 19:51:00
199,764,Swiggy,Delivered,10.58,29,26,19.15,2025-01-01 20:16:00,2025-01-01 20:32:00,2025-01-01 20:06:00,2025-01-01 20:32:00
200,768,Swiggy,Delivered,4.72,45,60,6.16,2025-01-01 19:10:00,2025-01-01 20:00:00,2025-01-01 19:00:00,2025-01-01 20:00:00
201,772,In House,Delivered,10.38,54,61,25.33,2025-01-01 21:42:00,2025-01-01 22:33:00,2025-01-01 21:32:00,2025-01-01 22:33:00
202,773,Uber Eats,Delivered,8.91,51,63,11.11,2025-01-01 11:41:00,2025-01-01 12:34:00,2025-01-01 11:31:00,2025-01-01 12:34:00
203,777,Deliveroo,Delivered,3.58,38,40,7.77,2025-01-01 09:35:00,2025-01-01 10:05:00,2025-01-01 09:25:00,2025-01-01 10:05:00
204,779,In House,Delivered,11.76,60,58,20.89,2025-01-01 14:31:00,2025-01-01 15:19:00,2025-01-01 14:21:00,2025-01-01 15:19:00
205,786,Uber Eats,Delivered,4.29,21,17,6.96,2025-01-01 20:22:00,2025-01-01 20:29:00,2025-01-01 20:12:00,2025-01-01 20:29:00
206,787,Just Eat,Delivered,4.23,43,51,5.88,2025-01-01 10:50:00,2025-01-01 11:31:00,2025-01-01 10:40:00,2025-01-01 11:31:00
207,788,Just Eat,Delivered,5.53,31,31,7.89,2025-01-01 14:52:00,2025-01-01 15:13:00,2025-01-01 14:42:00,2025-01-01 15:13:00
208,789,Just Eat,Delivered,10.58,59,61,19.54,2025-01-01 09:57:00,2025-01-01 10:48:00,2025-01-01 09:47:00,2025-01-01 10:48:00
209,795,Swiggy,Delivered,2.57,49,64,3.93,2025-01-01 19:06:00,2025-01-01 20:00:00,2025-01-01 18:56:00,2025-01-01 20:00:00
210,797,Zomato,Delivered,8.34,49,53,17.35,2025-01-01 18:28:00,2025-01-01 19:11:00,2025-01-01 18:18:00,2025-01-01 19:11:00
211,800,Deliveroo,Delivered,1.81,42,55,2.88,2025-01-01 20:44:00,2025-01-01 21:29:00,2025-01-01 20:34:00,2025-01-01 21:29:00
212,806,Deliveroo,Delivered,8.59,49,53,12.53,2025-01-01 20:01:00,2025-01-01 20:44:00,2025-01-01 19:51:00,2025-01-01 20:44:00
213,807,Swiggy,Delivered,10.39,26,28,17.62,2025-01-01 14:00:00,2025-01-01 14:18:00,2025-01-01 13:50:00,2025-01-01 14:18:00
214,808,In House,Delivered,7.32,38,33,18.09,2025-01-01 10:57:00,2025-01-01 11:20:00,2025-01-01 10:47:00,2025-01-01 11:20:00
215,809,In House,Delivered,5.35,20,33,12.44,2025-01-01 20:55:00,2025-01-01 21:18:00,2025-01-01 20:45:00,2025-01-01 21:18:00
216,814,Swiggy,Delivered,11.71,58,68,26.73,2025-01-01 12:19:00,2025-01-01 13:17:00,2025-01-01 12:09:00,2025-01-01 13:17:00
217,815,Zomato,Delivered,9.53,34,48,21.37,2025-01-01 19:03:00,2025-01-01 19:41:00,2025-01-01 18:53:00,2025-01-01 19:41:00
218,819,In House,Delivered,8.0,59,62,16.65,2025-01-01 13:28:00,2025-01-01 14:20:00,2025-01-01 13:18:00,2025-01-01 14:20:00
219,821,In House,Delivered,9.44,28,43,12.52,2025-01-01 20:49:00,2025-01-01 21:22:00,2025-01-01 20:39:00,2025-01-01 21:22:00
220,826,Swiggy,Delivered,8.11,39,48,10.08,2025-01-01 12:50:00,2025-01-01 13:28:00,2025-01-01 12:40:00,2025-01-01 13:28:00
221,829,Deliveroo,Delivered,9.06,25,29,14.72,2025-01-01 13:15:00,2025-01-01 13:34:00,2025-01-01 13:05:00,2025-01-01 13:34:00
222,832,Swiggy,Delivered,2.93,28,40,6.85,2025-01-01 11:10:00,2025-01-01 11:40:00,2025-01-01 11:00:00,2025-01-01 11:40:00
223,833,Deliveroo,Delivered,6.84,37,37,10.49,2025-01-01 18:54:00,2025-01-01 19:21:00,2025-01-01 18:44:00,2025-01-01 19:21:00
224,836,Deliveroo,Delivered,11.64,38,43,26.14,2025-01-01 18:18:00,2025-01-01 18:51:00,2025-01-01 18:08:00,2025-01-01 18:51:00
225,837,In House,Delivered,11.59,29,31,26.87,2025-01-01 12:53:00,2025-01-01 13:14:00,2025-01-01 12:43:00,2025-01-01 13:14:00
226,842,Deliveroo,Delivered,8.42,45,57,14.11,2025-01-01 20:22:00,2025-01-01 21:09:00,2025-01-01 20:12:00,2025-01-01 21:09:00
227,844,In House,Delivered,1.15,54,52,2.06,2025-01-01 10:16:00,2025-01-01 10:58:00,2025-01-01 10:06:00,2025-01-01 10:58:00
228,847,In House,Delivered,9.24,36,49,15.66,2025-01-01 19:54:00,2025-01-01 20:33:00,2025-01-01 19:44:00,2025-01-01 20:33:00
229,848,Just Eat,Delivered,11.34,26,28,20.56,2025-01-01 21:20:00,2025-01-01 21:38:00,2025-01-01 21:10:00,2025-01-01 21:38:00
230,851,Zomato,Delivered,10.73,55,60,25.64,2025-01-01 13:45:00,2025-01-01 14:35:00,2025-01-01 13:35:00,2025-01-01 14:35:00
231,853,Swiggy,Delivered,8.12,60,69,19.34,2025-01-01 20:14:00,2025-01-01 21:13:00,2025-01-01 20:04:00,2025-01-01 21:13:00
232,854,Uber Eats,Delivered,8.14,27,26,10.25,2025-01-01 19:02:00,2025-01-01 19:18:00,2025-01-01 18:52:00,2025-01-01 19:18:00
233,858,Just Eat,Delivered,4.35,51,49,5.77,2025-01-01 21:01:00,2025-01-01 21:40:00,2025-01-01 20:51:00,2025-01-01 21:40:00
234,862,In House,Delivered,2.49,49,55,5.16,2025-01-01 19:34:00,2025-01-01 20:19:00,2025-01-01 19:24:00,2025-01-01 20:19:00
235,863,In House,Delivered,8.66,54,62,17.0,2025-01-01 10:51:00,2025-01-01 11:43:00,2025-01-01 10:41:00,2025-01-01 11:43:00
236,872,Deliveroo,Delivered,2.7,46,61,3.59,2025-01-01 11:47:00,2025-01-01 12:38:00,2025-01-01 11:37:00,2025-01-01 12:38:00
237,874,Zomato,Delivered,7.77,37,33,16.3,2025-01-01 14:46:00,2025-01-01 15:09:00,2025-01-01 14:36:00,2025-01-01 15:09:00
238,877,In House,Delivered,5.88,35,41,7.82,2025-01-01 18:20:00,2025-01-01 18:51:00,2025-01-01 18:10:00,2025-01-01 18:51:00
239,879,Zomato,Delivered,5.04,42,38,8.66,2025-01-01 09:43:00,2025-01-01 10:11:00,2025-01-01 09:33:00,2025-01-01 10:11:00
240,880,In House,Delivered,11.65,49,46,24.02,2025-01-01 18:21:00,2025-01-01 18:57:00,2025-01-01 18:11:00,2025-01-01 18:57:00
241,895,Zomato,Delivered,8.03,21,17,17.85,2025-01-01 19:20:00,2025-01-01 19:27:00,2025-01-01 19:10:00,2025-01-01 19:27:00
242,900,Just Eat,Delivered,11.88,56,57,15.32,2025-01-01 18:55:00,2025-01-01 19:42:00,2025-01-01 18:45:00,2025-01-01 19:42:00
243,906,Zomato,Delivered,3.28,33,35,5.34,2025-01-01 12:10:00,2025-01-01 12:35:00,2025-01-01 12:00:00,2025-01-01 12:35:00
244,910,Zomato,Delivered,9.68,58,53,15.11,2025-01-01 18:42:00,2025-01-01 19:25:00,2025-01-01 18:32:00,2025-01-01 19:25:00
245,912,Uber Eats,Delivered,11.86,54,57,26.54,2025-01-01 21:46:00,2025-01-01 22:33:00,2025-01-01 21:36:00,2025-01-01 22:33:00
246,918,Zomato,Delivered,8.27,21,20,10.08,2025-01-01 14:07:00,2025-01-01 14:17:00,2025-01-01 13:57:00,2025-01-01 14:17:00
247,920,Zomato,Delivered,7.48,21,21,11.56,2025-01-01 12:26:00,2025-01-01 12:37:00,2025-01-01 12:16:00,2025-01-01 12:37:00
248,922,Deliveroo,Delivered,9.16,53,51,19.87,2025-01-01 11:52:00,2025-01-01 12:33:00,2025-01-01 11:42:00,2025-01-01 12:33:00
249,933,Deliveroo,Delivered,5.93,43,54,11.69,2025-01-01 12:18:00,2025-01-01 13:02:00,2025-01-01 12:08:00,2025-01-01 13:02:00
250,934,In House,Delivered,6.54,59,55,14.03,2025-01-01 20:01:00,2025-01-01 20:46:00,2025-01-01 19:51:00,2025-01-01 20:46:00
251,936,Uber Eats,Delivered,6.74,49,64,16.53,2025-01-01 09:36:00,2025-01-01 10:30:00,2025-01-01 09:26:00,2025-01-01 10:30:00
252,943,Deliveroo,Delivered,11.98,45,53,25.06,2025-01-01 19:41:00,2025-01-01 20:24:00,2025-01-01 19:31:00,2025-01-01 20:24:00
253,944,Swiggy,Delivered,8.84,48,45,20.94,2025-01-01 13:28:00,2025-01-01 14:03:00,2025-01-01 13:18:00,2025-01-01 14:03:00
254,945,In House,Delivered,7.69,24,23,11.98,2025-01-01 19:09:00,2025-01-01 19:22:00,2025-01-01 18:59:00,2025-01-01 19:22:00
255,955,Just Eat,Delivered,7.44,40,47,18.55,2025-01-01 20:11:00,2025-01-01 20:48:00,2025-01-01 20:01:00,2025-01-01 20:48:00
256,958,In House,Delivered,4.24,52,66,7.46,2025-01-01 18:46:00,2025-01-01 19:42:00,2025-01-01 18:36:00,2025-01-01 19:42:00
257,963,Zomato,Delivered,2.26,55,56,3.98,2025-01-01 20:01:00,2025-01-01 20:47:00,2025-01-01 19:51:00,2025-01-01 20:47:00
258,967,Uber Eats,Delivered,5.55,49,56,9.66,2025-01-01 20:01:00,2025-01-01 20:47:00,2025-01-01 19:51:00,2025-01-01 20:47:00
259,972,Zomato,Delivered,4.44,40,43,7.49,2025-01-01 09:23:00,2025-01-01 09:56:00,2025-01-01 09:13:00,2025-01-01 09:56:00
260,975,Uber Eats,Delivered,8.56,50,47,11.29,2025-01-01 14:22:00,2025-01-01 14:59:00,2025-01-01 14:12:00,2025-01-01 14:59:00
261,981,Just Eat,Delivered,2.03,26,32,4.58,2025-01-01 18:22:00,2025-01-01 18:44:00,2025-01-01 18:12:00,2025-01-01 18:44:00
262,983,Uber Eats,Delivered,1.66,55,67,2.7,2025-01-01 12:27:00,2025-01-01 13:24:00,2025-01-01 12:17:00,2025-01-01 13:24:00
263,988,Just Eat,Delivered,5.52,47,43,13.57,2025-01-01 12:45:00,2025-01-01 13:18:00,2025-01-01 12:35:00,2025-01-01 13:18:00
264,994,Zomato,Delivered,4.44,26,39,8.26,2025-01-01 19:42:00,2025-01-01 20:11:00,2025-01-01 19:32:00,2025-01-01 20:11:00
265,1004,Just Eat,Delivered,8.22,34,32,13.61,2025-01-01 20:06:00,2025-01-01 20:28:00,2025-01-01 19:56:00,2025-01-01 20:28:00
266,1011,Deliveroo,Delivered,5.04,37,50,7.53,2025-01-01 18:52:00,2025-01-01 19:32:00,2025-01-01 18:42:00,2025-01-01 19:32:00
267,1012,Just Eat,Delivered,10.3,59,73,21.4,2025-01-01 20:45:00,2025-01-01 21:48:00,2025-01-01 20:35:00,2025-01-01 21:48:00
268,1015,In House,Delivered,1.29,37,32,1.85,2025-01-01 14:35:00,2025-01-01 14:57:00,2025-01-01 14:25:00,2025-01-01 14:57:00
269,1017,Zomato,Delivered,9.39,41,47,11.34,2025-01-01 21:23:00,2025-01-01 22:00:00,2025-01-01 21:13:00,2025-01-01 22:00:00
270,1019,In House,Delivered,7.23,45,42,10.01,2025-01-01 14:19:00,2025-01-01 14:51:00,2025-01-01 14:09:00,2025-01-01 14:51:00
271,1021,Deliveroo,Delivered,11.69,25,36,17.3,2025-01-01 18:23:00,2025-01-01 18:49:00,2025-01-01 18:13:00,2025-01-01 18:49:00
272,1038,Swiggy,Delivered,5.99,30,36,9.61,2025-01-01 20:22:00,2025-01-01 20:48:00,2025-01-01 20:12:00,2025-01-01 20:48:00
273,1039,Uber Eats,Delivered,9.55,56,70,12.51,2025-01-01 20:17:00,2025-01-01 21:17:00,2025-01-01 20:07:00,2025-01-01 21:17:00
274,1054,Swiggy,Delivered,2.71,59,55,5.63,2025-01-01 21:06:00,2025-01-01 21:51:00,2025-01-01 20:56:00,2025-01-01 21:51:00
275,1058,Deliveroo,Delivered,5.87,47,57,11.68,2025-01-01 12:51:00,2025-01-01 13:38:00,2025-01-01 12:41:00,2025-01-01 13:38:00
276,1061,Uber Eats,Delivered,4.0,52,50,6.59,2025-01-01 18:56:00,2025-01-01 19:36:00,2025-01-01 18:46:00,2025-01-01 19:36:00
277,1062,Swiggy,Delivered,4.12,57,67,7.77,2025-01-01 12:11:00,2025-01-01 13:08:00,2025-01-01 12:01:00,2025-01-01 13:08:00
278,1068,Zomato,Delivered,1.5,45,59,1.91,2025-01-01 12:12:00,2025-01-01 13:01:00,2025-01-01 12:02:00,2025-01-01 13:01:00
279,1069,Swiggy,Delivered,4.32,33,32,9.48,2025-01-01 21:24:00,2025-01-01 21:46:00,2025-01-01 21:14:00,2025-01-01 21:46:00
280,1070,Zomato,Delivered,4.61,20,30,10.01,2025-01-01 11:09:00,2025-01-01 11:29:00,2025-01-01 10:59:00,2025-01-01 11:29:00
281,1081,In House,Delivered,2.42,54,56,4.48,2025-01-01 13:11:00,2025-01-01 13:57:00,2025-01-01 13:01:00,2025-01-01 13:57:00
282,1093,Uber Eats,Delivered,9.87,24,31,22.9,2025-01-01 12:51:00,2025-01-01 13:12:00,2025-01-01 12:41:00,2025-01-01 13:12:00
283,1094,Just Eat,Delivered,5.8,49,46,13.46,2025-01-01 20:03:00,2025-01-01 20:39:00,2025-01-01 19:53:00,2025-01-01 20:39:00
284,1096,Uber Eats,Delivered,5.72,45,60,9.97,2025-01-01 18:54:00,2025-01-01 19:44:00,2025-01-01 18:44:00,2025-01-01 19:44:00
285,1097,Just Eat,Delivered,5.46,40,40,12.24,2025-01-01 19:33:00,2025-01-01 20:03:00,2025-01-01 19:23:00,2025-01-01 20:03:00
286,1098,Uber Eats,Delivered,6.06,43,40,10.71,2025-01-01 14:07:00,2025-01-01 14:37:00,2025-01-01 13:57:00,2025-01-01 14:37:00
287,1103,Deliveroo,Delivered,3.68,57,64,6.92,2025-01-01 20:26:00,2025-01-01 21:20:00,2025-01-01 20:16:00,2025-01-01 21:20:00
288,1105,Zomato,Delivered,10.58,41,43,17.28,2025-01-01 12:49:00,2025-01-01 13:22:00,2025-01-01 12:39:00,2025-01-01 13:22:00
289,1112,Zomato,Delivered,1.84,60,58,3.48,2025-01-01 21:09:00,2025-01-01 21:57:00,2025-01-01 20:59:00,2025-01-01 21:57:00
290,1113,In House,Delivered,10.97,42,48,23.54,2025-01-01 19:40:00,2025-01-01 20:18:00,2025-01-01 19:30:00,2025-01-01 20:18:00
291,1114,Zomato,Delivered,9.97,35,33,13.86,2025-01-01 18:31:00,2025-01-01 18:54:00,2025-01-01 18:21:00,2025-01-01 18:54:00
292,1124,In House,Delivered,2.91,29,44,3.78,2025-01-01 20:56:00,2025-01-01 21:30:00,2025-01-01 20:46:00,2025-01-01 21:30:00
293,1131,Just Eat,Delivered,6.44,56,69,11.49,2025-01-01 13:20:00,2025-01-01 14:19:00,2025-01-01 13:10:00,2025-01-01 14:19:00
294,1137,In House,Delivered,8.07,59,64,18.75,2025-01-01 14:02:00,2025-01-01 14:56:00,2025-01-01 13:52:00,2025-01-01 14:56:00
295,1138,In House,Delivered,4.48,48,45,8.11,2025-01-01 19:39:00,2025-01-01 20:14:00,2025-01-01 19:29:00,2025-01-01 20:14:00
296,1148,Just Eat,Delivered,4.33,37,50,5.51,2025-01-01 14:02:00,2025-01-01 14:42:00,2025-01-01 13:52:00,2025-01-01 14:42:00
297,1153,Swiggy,Delivered,1.82,49,58,2.27,2025-01-01 19:13:00,2025-01-01 20:01:00,2025-01-01 19:03:00,2025-01-01 20:01:00
298,1156,Uber Eats,Delivered,10.15,24,39,23.58,2025-01-01 19:30:00,2025-01-01 19:59:00,2025-01-01 19:20:00,2025-01-01 19:59:00
299,1157,Just Eat,Delivered,7.77,52,59,14.0,2025-01-01 21:55:00,2025-01-01 22:44:00,2025-01-01 21:45:00,2025-01-01 22:44:00
300,1158,Just Eat,Delivered,11.5,22,31,27.39,2025-01-01 18:49:00,2025-01-01 19:10:00,2025-01-01 18:39:00,2025-01-01 19:10:00
301,1160,Zomato,Delivered,8.17,40,54,14.86,2025-01-01 18:32:00,2025-01-01 19:16:00,2025-01-01 18:22:00,2025-01-01 19:16:00
302,1163,Swiggy,Delivered,11.53,48,46,25.99,2025-01-01 12:34:00,2025-01-01 13:10:00,2025-01-01 12:24:00,2025-01-01 13:10:00
303,1166,Uber Eats,Delivered,11.81,25,36,24.09,2025-01-01 21:18:00,2025-01-01 21:44:00,2025-01-01 21:08:00,2025-01-01 21:44:00
304,1169,Just Eat,Delivered,3.73,48,57,7.02,2025-01-01 12:37:00,2025-01-01 13:24:00,2025-01-01 12:27:00,2025-01-01 13:24:00
305,1179,Swiggy,Delivered,2.75,43,47,4.69,2025-01-01 14:20:00,2025-01-01 14:57:00,2025-01-01 14:10:00,2025-01-01 14:57:00
306,1182,Uber Eats,Delivered,8.47,23,38,17.29,2025-01-01 12:57:00,2025-01-01 13:25:00,2025-01-01 12:47:00,2025-01-01 13:25:00
307,1185,In House,Delivered,4.63,55,62,7.27,2025-01-01 11:19:00,2025-01-01 12:11:00,2025-01-01 11:09:00,2025-01-01 12:11:00
308,1191,Just Eat,Delivered,10.37,58,57,16.94,2025-01-01 20:38:00,2025-01-01 21:25:00,2025-01-01 20:28:00,2025-01-01 21:25:00
309,1192,In House,Delivered,8.3,42,46,20.4,2025-01-01 19:12:00,2025-01-01 19:48:00,2025-01-01 19:02:00,2025-01-01 19:48:00
310,1199,Uber Eats,Delivered,8.28,28,42,17.57,2025-01-01 18:13:00,2025-01-01 18:45:00,2025-01-01 18:03:00,2025-01-01 18:45:00
311,1200,Zomato,Delivered,4.41,44,59,9.83,2025-01-01 18:55:00,2025-01-01 19:44:00,2025-01-01 18:45:00,2025-01-01 19:44:00
312,1201,Deliveroo,Delivered,8.37,53,50,17.07,2025-01-01 12:52:00,2025-01-01 13:32:00,2025-01-01 12:42:00,2025-01-01 13:32:00
313,1222,Zomato,Delivered,6.59,21,27,10.55,2025-01-01 18:29:00,2025-01-01 18:46:00,2025-01-01 18:19:00,2025-01-01 18:46:00
314,1224,Zomato,Delivered,4.76,51,52,7.11,2025-01-01 12:51:00,2025-01-01 13:33:00,2025-01-01 12:41:00,2025-01-01 13:33:00
315,1225,Just Eat,Delivered,2.7,38,36,5.02,2025-01-01 20:44:00,2025-01-01 21:10:00,2025-01-01 20:34:00,2025-01-01 21:10:00
316,1232,Just Eat,Delivered,10.19,53,49,21.0,2025-01-01 19:44:00,2025-01-01 20:23:00,2025-01-01 19:34:00,2025-01-01 20:23:00
317,1235,In House,Delivered,2.44,44,43,3.44,2025-01-01 20:12:00,2025-01-01 20:45:00,2025-01-01 20:02:00,2025-01-01 20:45:00
318,1239,Swiggy,Delivered,9.48,30,39,11.91,2025-01-01 18:43:00,2025-01-01 19:12:00,2025-01-01 18:33:00,2025-01-01 19:12:00
319,1243,In House,Delivered,8.44,35,44,16.83,2025-01-01 20:44:00,2025-01-01 21:18:00,2025-01-01 20:34:00,2025-01-01 21:18:00
320,1244,Deliveroo,Delivered,9.62,34,46,14.54,2025-01-01 19:27:00,2025-01-01 20:03:00,2025-01-01 19:17:00,2025-01-01 20:03:00
321,1248,Just Eat,Delivered,10.94,32,38,22.77,2025-01-01 20:09:00,2025-01-01 20:37:00,2025-01-01 19:59:00,2025-01-01 20:37:00
322,1251,Just Eat,Delivered,11.83,49,53,26.16,2025-01-01 11:24:00,2025-01-01 12:07:00,2025-01-01 11:14:00,2025-01-01 12:07:00
323,1254,Zomato,Delivered,6.8,30,31,15.24,2025-01-01 13:39:00,2025-01-01 14:00:00,2025-01-01 13:29:00,2025-01-01 14:00:00
324,1256,Swiggy,Delivered,10.6,23,38,19.34,2025-01-01 11:39:00,2025-01-01 12:07:00,2025-01-01 11:29:00,2025-01-01 12:07:00
325,1258,Swiggy,Delivered,7.1,26,37,16.38,2025-01-01 18:24:00,2025-01-01 18:51:00,2025-01-01 18:14:00,2025-01-01 18:51:00
326,1261,Just Eat,Delivered,1.92,30,33,3.43,2025-01-01 13:09:00,2025-01-01 13:32:00,2025-01-01 12:59:00,2025-01-01 13:32:00
327,1262,Zomato,Delivered,2.62,47,44,6.37,2025-01-01 20:36:00,2025-01-01 21:10:00,2025-01-01 20:26:00,2025-01-01 21:10:00
328,1265,Deliveroo,Delivered,9.98,42,37,17.36,2025-01-01 18:10:00,2025-01-01 18:37:00,2025-01-01 18:00:00,2025-01-01 18:37:00
329,1267,Swiggy,Delivered,6.52,35,42,16.25,2025-01-01 19:20:00,2025-01-01 19:52:00,2025-01-01 19:10:00,2025-01-01 19:52:00
330,1269,In House,Delivered,3.47,40,38,7.95,2025-01-01 20:50:00,2025-01-01 21:18:00,2025-01-01 20:40:00,2025-01-01 21:18:00
331,1271,Deliveroo,Delivered,4.69,29,28,5.86,2025-01-01 19:54:00,2025-01-01 20:12:00,2025-01-01 19:44:00,2025-01-01 20:12:00
332,1277,Uber Eats,Delivered,8.66,28,38,15.44,2025-01-01 20:05:00,2025-01-01 20:33:00,2025-01-01 19:55:00,2025-01-01 20:33:00
333,1295,Zomato,Delivered,10.96,21,24,16.22,2025-01-01 12:45:00,2025-01-01 12:59:00,2025-01-01 12:35:00,2025-01-01 12:59:00
334,1297,Swiggy,Delivered,7.04,58,69,12.32,2025-01-01 11:11:00,2025-01-01 12:10:00,2025-01-01 11:01:00,2025-01-01 12:10:00
335,1298,In House,Delivered,3.61,27,23,5.45,2025-01-01 22:09:00,2025-01-01 22:22:00,2025-01-01 21:59:00,2025-01-01 22:22:00
336,1300,Deliveroo,Delivered,9.73,49,46,13.08,2025-01-01 13:58:00,2025-01-01 14:34:00,2025-01-01 13:48:00,2025-01-01 14:34:00
337,1304,Zomato,Delivered,7.56,21,36,14.14,2025-01-01 10:51:00,2025-01-01 11:17:00,2025-01-01 10:41:00,2025-01-01 11:17:00
338,1316,Swiggy,Delivered,8.9,38,46,10.7,2025-01-01 13:45:00,2025-01-01 14:21:00,2025-01-01 13:35:00,2025-01-01 14:21:00
339,1319,Uber Eats,Delivered,3.65,46,46,7.53,2025-01-01 19:28:00,2025-01-01 20:04:00,2025-01-01 19:18:00,2025-01-01 20:04:00
340,1326,Just Eat,Delivered,6.76,43,40,16.49,2025-01-01 13:50:00,2025-01-01 14:20:00,2025-01-01 13:40:00,2025-01-01 14:20:00
341,1329,Deliveroo,Delivered,6.58,52,64,8.07,2025-01-01 19:33:00,2025-01-01 20:27:00,2025-01-01 19:23:00,2025-01-01 20:27:00
342,1334,Uber Eats,Delivered,1.48,44,50,2.26,2025-01-01 13:33:00,2025-01-01 14:13:00,2025-01-01 13:23:00,2025-01-01 14:13:00
343,1336,In House,Delivered,4.93,24,30,7.46,2025-01-01 11:02:00,2025-01-01 11:22:00,2025-01-01 10:52:00,2025-01-01 11:22:00
344,1341,Swiggy,Delivered,7.91,57,62,10.86,2025-01-01 10:29:00,2025-01-01 11:21:00,2025-01-01 10:19:00,2025-01-01 11:21:00
345,1343,Deliveroo,Delivered,7.01,31,40,17.35,2025-01-01 13:15:00,2025-01-01 13:45:00,2025-01-01 13:05:00,2025-01-01 13:45:00
346,1346,Deliveroo,Delivered,7.95,28,25,16.94,2025-01-01 19:28:00,2025-01-01 19:43:00,2025-01-01 19:18:00,2025-01-01 19:43:00
347,1353,Uber Eats,Delivered,1.41,32,28,3.14,2025-01-01 20:24:00,2025-01-01 20:42:00,2025-01-01 20:14:00,2025-01-01 20:42:00
348,1354,Just Eat,Delivered,4.47,39,50,7.68,2025-01-01 15:04:00,2025-01-01 15:44:00,2025-01-01 14:54:00,2025-01-01 15:44:00
349,1360,Swiggy,Delivered,6.21,22,37,8.99,2025-01-01 13:55:00,2025-01-01 14:22:00,2025-01-01 13:45:00,2025-01-01 14:22:00
350,1361,Uber Eats,Delivered,10.48,23,38,17.1,2025-01-01 19:35:00,2025-01-01 20:03:00,2025-01-01 19:25:00,2025-01-01 20:03:00
351,1364,Deliveroo,Delivered,9.79,47,54,21.21,2025-01-01 20:03:00,2025-01-01 20:47:00,2025-01-01 19:53:00,2025-01-01 20:47:00
